0 121 83 1 1
4292 47 44 1 0
5942 65 57 1 0
9804 57 60 1 1
26508 7 59 1 0
33798 13 67 -1 0
34584 104 104 1 1
35893 17 118 1 1
37617 19 102 1 1
38112 53 114 -1 0
39787 102 46 1 1
40241 128 105 -1 0
42677 96 10 1 1
54184 67 85 1 0
54339 98 122 1 1
55347 16 87 1 0
64433 108 114 -1 0
68182 72 35 1 1
68296 98 106 1 1
83739 15 52 1 1
85305 26 84 1 1
92070 10 103 1 1
107299 91 69 1 0
114028 116 85 1 1
115126 96 12 1 0
118017 60 105 -1 0
129646 117 90 1 1
134945 3 127 1 1
139400 112 87 1 1
140621 89 59 -1 0
145368 106 92 1 1
145607 124 42 1 0
146575 116 100 1 0
155399 122 120 1 1
160822 7 59 -1 0
169782 56 110 -1 0
170771 75 110 -1 0
173839 124 114 1 1
174123 117 88 1 1
181447 10 110 1 0
182170 51 46 1 0
188167 116 100 1 1
188380 120 55 -1 0
191557 31 125 1 1
193396 13 42 1 0
193889 22 123 1 1
200272 88 72 1 1
200506 14 3 1 1
200914 62 104 -1 0
204500 122 47 1 1
207027 85 26 1 1
207220 98 6 1 1
208003 14 18 1 1
209675 91 74 1 1
210943 65 76 -1 0
216985 10 99 1 1
220897 97 53 1 1
232026 7 92 1 1
232361 97 124 1 1
233071 14 65 1 0
233082 7 59 1 0
233129 12 67 1 0
235696 126 113 1 1
239620 13 67 1 0
242851 118 23 1 0
243582 31 24 -1 0
243753 120 114 1 1
245701 9 109 1 1
245929 100 16 1 1
257448 65 76 1 0
262668 108 113 -1 0
262669 108 113 -1 0
263831 10 34 1 0
267506 8 64 1 0
270358 107 35 -1 0
270359 107 35 -1 0
280123 83 59 1 0
285236 120 114 -1 0
285237 120 114 -1 0
285495 86 104 -1 0
285496 86 104 -1 0
286340 90 104 1 0
286556 19 87 1 1
288181 86 104 1 0
295876 102 25 1 0
299465 58 67 1 1
301391 125 82 1 1
301578 98 82 1 1
309806 101 102 1 1
309819 116 102 1 1
312318 100 124 1 1
321478 115 84 1 1
323445 98 32 1 1
352621 76 108 1 0
354422 19 119 1 1
357508 75 6 1 1
357550 13 16 1 1
367620 19 88 1 1
377321 46 120 1 1
378248 103 65 1 0
386668 103 93 1 1
388544 69 123 1 0
391473 57 103 -1 0
391615 94 16 -1 0
391616 94 16 -1 0
397052 57 83 1 1
404034 123 99 1 1
405202 22 112 1 1
412820 122 60 1 1
414221 120 55 1 0
415636 123 105 -1 0
422090 110 116 1 1
424956 12 34 1 1
425329 119 95 1 1
434537 99 18 1 1
435707 110 105 1 0
439141 22 115 -1 0
439170 45 43 -1 0
439263 41 43 -1 0
441647 10 13 -1 0
441648 10 13 -1 0
450341 125 112 1 1
452523 75 113 -1 0
455153 90 50 1 0
455910 31 24 1 0
458496 6 2 1 1
461027 125 85 1 1
470105 127 87 1 1
470247 100 17 1 1
474078 92 78 1 1
478181 101 116 1 1
478390 17 120 1 1
