260019 66 55 1 1
260021 26 55 0 1
260025 39 58 0 1
260028 3 59 0 1
260030 61 59 0 1
260032 64 59 0 1
260034 1 57 0 1
260039 65 61 0 1
260041 64 61 0 1
260043 66 60 0 1
260045 60 60 0 1
260049 64 60 0 1
260052 71 63 0 1
260055 71 63 0 1
260061 70 63 0 1
260064 64 63 1 1
260067 19 62 0 1
260072 59 62 0 1
260079 73 62 0 1
260082 5 45 0 1
260085 47 45 0 1
260088 111 45 0 1
260090 94 45 0 1
260093 31 45 0 1
260094 0 44 0 1
260097 92 44 0 1
260099 87 44 0 1
260104 67 44 0 1
260107 26 46 0 1
260110 109 46 0 1
260112 127 46 0 1
260113 71 46 0 1
260119 81 46 0 1
260121 5 47 0 1
260123 37 47 0 1
260126 48 43 0 1
260127 44 43 0 1
260131 79 43 0 1
260135 75 43 0 1
260137 0 42 0 1
260140 11 42 0 1
260142 15 42 0 1
260145 118 42 0 1
260148 1 40 0 1
260151 36 40 0 1
260156 42 40 0 1
260158 106 40 0 1
260161 53 41 0 1
260164 20 41 0 1
260166 116 41 0 1
260168 116 41 0 1
260172 110 41 0 1
260175 5 35 0 1
260177 21 35 0 1
260179 30 35 0 1
260184 45 35 0 1
260186 85 35 0 1
260189 104 35 0 1
260192 118 35 0 1
260194 29 34 0 1
260197 8 34 0 1
260200 84 34 0 1
260203 98 32 0 1
260206 1 32 0 1
260208 31 32 0 1
260210 77 32 0 1
260212 69 32 0 1
260215 88 32 0 1
260219 11 33 0 1
260223 102 33 0 1
260225 113 33 0 1
260227 22 39 0 1
260228 108 39 0 1
260233 60 38 0 1
260235 66 36 0 1
260237 66 36 0 1
260242 46 37 0 1
260243 26 15 0 1
260246 91 15 0 1
260251 126 15 0 1
260253 87 14 0 1
260256 116 13 0 1
260257 106 12 0 1
260261 22 8 0 1
260263 125 9 0 1
260266 124 1 0 1
260269 90 1 0 1
260279 4 0 0 1
260282 10 2 0 1
260287 119 6 0 1
260289 66 65 0 1
260293 26 64 0 1
260295 66 66 0 1
260299 67 66 0 1
260304 32 85 0 1
260306 73 61 0 1
260843 71 64 0 1
261244 64 64 1 1
261577 67 65 0 1
261614 65 65 1 1
261684 124 1 1 1
261830 64 60 1 1
261831 60 60 1 1
261860 71 61 0 1
261893 69 66 1 1
261895 69 66 1 1
261915 64 61 1 1
262221 61 66 1 1
262253 127 1 1 1
262254 127 1 1 1
262345 66 66 1 1
262420 70 64 1 1
262438 64 63 0 1
262479 64 65 1 1
262480 64 65 1 1
262543 125 9 1 1
262582 106 1 1 1
262589 70 63 1 1
262635 61 59 1 1
262759 62 66 1 1
262856 124 1 0 1
262977 63 65 1 1
263195 65 61 1 1
263197 65 61 1 1
263206 68 65 0 1
263221 70 61 0 1
263259 62 60 1 1
263313 68 66 0 1
263316 68 66 0 1
263427 65 66 1 1
263492 71 65 1 1
263604 122 15 1 1
264157 66 65 1 1
264304 64 64 0 1
264331 64 65 0 1
264332 64 65 0 1
264342 69 65 0 1
264432 67 65 1 1
264465 69 66 0 1
264524 69 68 0 1
264637 62 64 0 1
264676 64 67 1 1
265093 62 66 0 1
265135 65 65 0 1
265501 71 62 1 1
265599 63 65 0 1
265951 67 66 1 1
266129 70 65 0 1
266172 65 66 0 1
266359 70 67 0 1
266478 69 66 1 1
266630 62 60 0 1
266708 68 67 1 1
266817 70 64 0 1
266923 68 56 0 1
267022 71 65 0 1
267360 64 67 0 1
267386 66 68 1 1
267387 66 68 1 1
267600 67 67 1 1
267607 69 68 1 1
267652 64 71 1 1
267653 64 71 1 1
268159 68 66 1 1
268160 68 66 1 1
268567 68 65 1 1
268569 68 65 1 1
268723 70 61 1 1
268734 64 60 0 1
268808 69 67 1 1
268810 69 67 1 1
268941 62 66 1 1
268969 69 65 1 1
269007 70 60 1 1
269329 70 71 1 1
269386 66 65 0 1
269462 70 65 1 1
269505 48 69 0 1
269599 71 70 1 1
269865 70 67 1 1
269922 61 59 0 1
270061 68 68 1 1
270280 67 67 0 1
270355 72 70 1 1
270432 62 64 1 1
270433 62 64 1 1
270567 69 66 1 1
270593 66 66 0 1
270697 63 65 1 1
270708 66 68 0 1
270709 66 68 0 1
270803 68 56 1 1
270804 68 56 1 1
270855 67 66 0 1
270996 63 70 0 1
271235 71 67 1 1
271338 71 65 1 1
271439 64 71 0 1
271499 68 67 0 1
271678 71 70 0 1
272060 70 66 1 1
272062 70 66 1 1
272156 72 68 1 1
272208 72 66 1 1
272255 64 59 1 1
272440 71 62 0 1
272577 72 67 1 1
272618 73 70 1 1
272681 67 65 0 1
272706 68 65 0 1
272726 67 66 0 1
272746 72 65 1 1
273063 68 68 0 1
273121 73 66 1 1
273203 69 67 0 1
273259 69 66 0 1
273525 72 70 0 1
273527 70 67 0 1
273744 63 70 1 1
273869 70 64 1 1
273871 70 64 1 1
274056 71 67 0 1
274196 70 70 0 1
274468 68 66 0 1
274471 68 66 0 1
274473 68 66 0 1
274626 66 65 1 1
274663 67 66 1 1
274675 69 66 0 1
274920 69 68 0 1
274954 70 61 0 1
275078 69 65 0 1
275201 70 68 0 1
275219 70 71 0 1
275224 66 66 1 1
275297 70 66 0 1
275338 68 67 0 1
275493 69 67 0 1
275516 70 62 1 1
276276 72 66 0 1
276613 67 65 1 1
276639 71 63 1 1
276640 71 63 1 1
276753 70 65 0 1
277019 73 66 0 1
277252 70 61 1 1
277253 70 61 1 1
277296 72 67 0 1
277393 69 68 1 1
277717 72 65 0 1
277718 68 67 1 1
277878 68 68 1 1
278031 71 62 1 1
278033 71 62 1 1
278319 68 66 1 1
278320 68 66 1 1
278382 73 61 1 1
278724 65 61 0 1
278963 71 65 0 1
279010 69 65 1 1
279280 72 60 1 1
279436 71 63 0 1
279714 62 58 0 1
279739 68 65 1 1
280559 64 59 0 1
280677 72 65 1 1
280696 66 65 0 1
280833 64 63 1 1
280901 69 59 1 1
280977 70 70 1 1
280978 70 70 1 1
281066 68 59 1 1
281256 70 59 1 1
281423 69 66 1 1
281425 69 66 1 1
281474 66 66 0 1
281555 70 58 1 1
281556 70 58 1 1
281583 60 60 0 1
281598 70 62 0 1
281644 69 67 1 1
281645 69 67 1 1
281718 72 70 1 1
282130 70 65 1 1
282234 72 60 0 1
282237 73 66 1 1
282258 67 66 0 1
282735 69 58 1 1
282736 69 58 1 1
282920 63 56 1 1
283089 72 67 1 1
283234 69 59 0 1
283256 62 58 1 1
283392 71 62 0 1
283477 68 60 1 1
283478 68 60 1 1
283613 70 63 0 1
283636 64 59 1 1
283963 68 67 0 1
284110 60 60 1 1
284126 67 65 0 1
284496 69 68 0 1
284669 67 56 1 1
284672 68 66 0 1
285078 70 58 0 1
285127 70 60 0 1
285209 68 65 0 1
285210 68 65 0 1
285472 69 66 0 1
285473 69 66 0 1
285709 66 65 1 1
285945 69 58 0 1
286066 66 66 1 1
286188 70 59 0 1
286390 62 58 0 1
286522 68 68 0 1
286612 68 60 0 1
286615 68 60 0 1
286796 71 62 1 1
287253 64 60 1 1
287323 70 61 0 1
287437 63 56 0 1
287610 69 65 0 1
288052 67 66 1 1
288054 67 66 1 1
288235 70 65 0 1
288236 70 65 0 1
288274 63 60 1 1
288558 70 60 1 1
288610 66 68 1 1
288666 68 60 1 1
288814 68 68 1 1
288886 68 66 1 1
288887 68 66 1 1
288919 70 59 1 1
289107 70 58 1 1
289168 65 61 1 1
289170 65 61 1 1
289299 68 65 1 1
289301 68 65 1 1
